Module	Titre	Node URL	PDF URL	Date
Endocrino R2C	ITEM-R2C 38 - INFERTILITÉ DU COUPLE	https://www.s-ecn.com/node/26754	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2038%20-%20INFERTILIT%C3%89%20DU%20COUPLE-V2_0.pdf	2025-01-07
Endocrino R2C	ITEM-R2C 42 - AMÉNORRHÉE	https://www.s-ecn.com/node/27029	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2042%20-%20AMENORRHEE%20.pdf	2025-08-04
Endocrino R2C	ITEM-R2C 50 - PATHOLOGIE GÉNITO-SCROTALE	https://www.s-ecn.com/node/27030	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2050%20-%20PATHOLOGIE%20G%C3%89NITO-SCROTALE.pdf	2025-08-04
Gériatrie	Item 068 : Troubles psychiques du sujet âgé	https://www.s-ecn.com/node/21601	https://www.s-ecn.com/sites/default/files/ITEM%2068%20-%20TROUBLES%20PSYCHIQUES%20SUJET%20AGE_V3.pdf	2020-07-15
Gériatrie	Item 106 : Syndrome confusionnel chez le sujet âgé	https://www.s-ecn.com/node/21602	https://www.s-ecn.com/sites/default/files/ITEM%20106%20-%20SYNDROME%20CONFUSIONNEL%20CHEZ%20LE%20SUJET%20AGE_V2.pdf	2019-04-04
Gériatrie	Item 119 : Vieillissement normal	https://www.s-ecn.com/node/21603	https://www.s-ecn.com/sites/default/files/ITEM%20119%C2%A0-%20VIEILLISSEMENT%20NORMAL_V2.pdf	2019-04-04
Gériatrie	Item 126 : La personne âgée malade	https://www.s-ecn.com/node/21604	https://www.s-ecn.com/sites/default/files/ITEM%20126%C2%A0-%20PERSONNE%20AGEE%20MALADE_V2.pdf	2019-04-04
Gériatrie	Item 128 : Chutes chez le sujet âgé	https://www.s-ecn.com/node/21605	https://www.s-ecn.com/sites/default/files/ITEM%20128%20-%20CHUTE%20SUJET%20AGE_V3.pdf	2020-10-19
Gériatrie	Item 129 : Troubles cognitifs du sujet âgé	https://www.s-ecn.com/node/21501	https://www.s-ecn.com/sites/default/files/ITEM%20129%C2%A0-%20TROUBLES%20COGNITIFS%20SUJET%20AGE_V3_0.pdf	2020-12-14
Gériatrie	Item 130 : Autonomie et dépendance chez le sujet âgé	https://www.s-ecn.com/node/21606	https://www.s-ecn.com/sites/default/files/ITEM%20130%C2%A0-%20AUTONOMIE-DEPENDANCE_V2.pdf	2019-04-04
Gériatrie	Item 250 : Troubles nutritionnels chez le sujet âgé	https://www.s-ecn.com/node/21607	https://www.s-ecn.com/sites/default/files/ITEM%20250%C2%A0-%20NUTRITION%20SUJET%20AGE_V3.pdf	2020-07-15
Gériatrie R2C	ITEM-R2C 070 (ex-68) - TROUBLES PSYCHIQUES DU SUJET ÂGÉ	https://www.s-ecn.com/node/26275	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2070%20(ex-68)%20-%20TROUBLES%20PSYCHIQUES%20DU%20SUJET%20%C3%82G%C3%89.pdf	2022-02-09
Gériatrie R2C	ITEM-R2C 123 (ex-119) - VIEILLISSEMENT NORMAL	https://www.s-ecn.com/node/26274	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20123%20(ex-119)%20-%20VIEILLISSEMENT%20NORMAL.pdf	2022-02-09
Gériatrie R2C	ITEM-R2C 129 - ARTHROSE	https://www.s-ecn.com/node/26266	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20129%20(ex-125)%20-%20ARTHROSE_0.pdf	2022-02-08
Gériatrie R2C	ITEM-R2C 130 (ex-126) - LA PERSONNE ÂGÉE MALADE	https://www.s-ecn.com/node/26273	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20130%20(ex-126)%20-%20LA%20PERSONNE%20%C3%82G%C3%89E%20MALADE.pdf	2022-02-09
Gériatrie R2C	ITEM-R2C 131 (ex-128) - CHUTES CHEZ LE SUJET ÂGÉ	https://www.s-ecn.com/node/26267	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20131%20(ex-128)%20-%20CHUTES%20CHEZ%20LE%20SUJET%20%C3%82G%C3%89.pdf	2022-02-08
Gériatrie R2C	ITEM-R2C 132 - TROUBLES COGNITIFS DU SUJET ÂGÉ	https://www.s-ecn.com/node/26638	https://www.s-ecn.com/sites/default/files/ITEM%20132%20-%20TROUBLES%20COGNITIFS%20DU%20SUJET%20AGE%20g%C3%A9ria.pdf	2024-10-24
Gériatrie R2C	ITEM-R2C 133 (ex-130) - AUTONOMIE ET DÉPENDANCE CHEZ LE SUJET ÂGÉ	https://www.s-ecn.com/node/26268	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20133%20(ex-130)%20-%20AUTONOMIE%20ET%20D%C3%89PENDANCE%20CHEZ%20LE%20SUJET%20%C3%82G%C3%89.pdf	2022-02-08
Gériatrie R2C	ITEM-R2C 252 - TROUBLES NUTRITIONNELS DU SUJET ÂGÉ	https://www.s-ecn.com/node/26265	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20252%20-%20TROUBLES%20NUTRITIONNELS%20DU%20SUJET%20%C3%82G%C3%89.pdf	2022-05-11
Gynécologie	Item 021 : Bilan préconceptionnel	https://www.s-ecn.com/node/21208	https://www.s-ecn.com/sites/default/files/ITEM%2021%20-%20BILAN%20PRECONCEPTIONNEL_V3.pdf	2020-10-28
Gynécologie	Item 022 : Grossesse normale	https://www.s-ecn.com/node/21209	https://www.s-ecn.com/sites/default/files/ITEM%2022%20-%20GROSSESSE%20NORMALE_V3.pdf	2020-10-28
Gynécologie	Item 023 : Fièvre et grossesse	https://www.s-ecn.com/node/21211	https://www.s-ecn.com/sites/default/files/ITEM%2023%C2%A0-%20FIEVRE%20ET%20GROSSESSE_V2.pdf	2019-04-08
Gynécologie	Item 023 : Hémorragie génitale	https://www.s-ecn.com/node/21212	https://www.s-ecn.com/sites/default/files/ITEM%2023%C2%A0-%20HEMORRAGIE%20GENITALE%20ET%20GROSSESSE_V2.pdf	2019-04-08
Gynécologie	Item 023 : Immunisation maternofœtale	https://www.s-ecn.com/node/21210	https://www.s-ecn.com/sites/default/files/ITEM%C2%A023%20-%20IMMUNISATION%20MATERNO-FOETALE_V2.pdf	2019-04-08
Gynécologie	Item 023 : Menace d'accouchement prématuré	https://www.s-ecn.com/node/21213	https://www.s-ecn.com/sites/default/files/ITEM%2023%C2%A0-%20MAP_V2.pdf	2019-04-08
Gynécologie	Item 024 : Grossesse extra-utérine	https://www.s-ecn.com/node/21214	https://www.s-ecn.com/sites/default/files/ITEM%2024%20-%20GEU_V2.pdf	2019-07-03
Gynécologie	Item 025 : Douleur abdominale aiguë chez une femme enceinte	https://www.s-ecn.com/node/21216	https://www.s-ecn.com/sites/default/files/ITEM%2025%20-%20DOULEUR%20ABDO%20FEMME%20ENCEINTE_V3.pdf	2020-07-15
Gynécologie	Item 026 : Risque fœtal infectieux	https://www.s-ecn.com/node/21217	https://www.s-ecn.com/sites/default/files/ITEM%2026%C2%A0-%20RISQUE%20FOETAL%20INFECTIEUX_V2.pdf	2019-11-05
Gynécologie	Item 026 : Risque fœtal médicamenteux	https://www.s-ecn.com/node/21218	https://www.s-ecn.com/sites/default/files/ITEM%2026%20-%20RISQUE%20FOETAL%20MEDICAMENTEUX_V3.pdf	2020-06-05
Gynécologie	Item 026 : Risque fœtal toxique	https://www.s-ecn.com/node/21219	https://www.s-ecn.com/sites/default/files/ITEM%2026%20-%20RISQUE%20FOETAL%20TOXIQUE_V3_0.pdf	2020-06-05
Gynécologie	Item 027 : Particularités de l’infection urinaire au cours de la grossesse	https://www.s-ecn.com/node/21220	https://www.s-ecn.com/sites/default/files/ITEM%2027%20-%20GROSSESSE%20ET%20INFECTION%20URINAIRE_V3.pdf	2020-06-05
Gynécologie	Item 028 : Principaux risques professionnels pour la maternité, liés au travail de la mère	https://www.s-ecn.com/node/21221	https://www.s-ecn.com/sites/default/files/ITEM%2028%C2%A0-%20GROSSESSE%20ET%20RISQUES%20PROFESSIONNELS_V3.pdf	2020-03-23
Gynécologie	Item 029 : Prématurité et retard de croissance intra-utérin	https://www.s-ecn.com/node/21222	https://www.s-ecn.com/sites/default/files/ITEM%2029%20-%20PREMATURITE%20-%20RCIU_V2.pdf	2019-07-03
Gynécologie	Item 030 : Accouchement, délivrance et suites de couches normales	https://www.s-ecn.com/node/21223	https://www.s-ecn.com/sites/default/files/ITEM%2030%20-%20ACCOUCHEMENT_V3.pdf	2020-10-20
Gynécologie	Item 032 : Allaitement maternel	https://www.s-ecn.com/node/21224	https://www.s-ecn.com/sites/default/files/ITEM%2032%20-%20ALLAITEMENT_V3_0.pdf	2020-06-04
Gynécologie	Item 033 : Suites de couches pathologiques	https://www.s-ecn.com/node/21225	https://www.s-ecn.com/sites/default/files/ITEM%2033%20-%20SUITE%20DE%20COUCHE%20PATHO_V2.pdf	2019-07-03
Gynécologie	Item 034 : Anomalies du cycle menstruel - Métrorragies	https://www.s-ecn.com/node/21188	https://www.s-ecn.com/sites/default/files/ITEM%2034%20-%20ANOMALIE%20CYCLE%20MENSTRUEL_V3.pdf	2020-10-28
Gynécologie	Item 035 : Contaception	https://www.s-ecn.com/node/21189	https://www.s-ecn.com/sites/default/files/ITEM%2035%C2%A0-%20CONTRACEPTION_V2_0.pdf	2019-01-22
Gynécologie	Item 036 : Interruption volontaire de grossesse	https://www.s-ecn.com/node/21190	https://www.s-ecn.com/sites/default/files/ITEM%2036%20-%20IVG_V3.pdf	2020-07-06
Gynécologie	Item 037 : Stérilité du couple	https://www.s-ecn.com/node/21192	https://www.s-ecn.com/sites/default/files/ITEM%2037%20-%20STERILITE%20DU%20COUPLE_V3.pdf	2020-12-14
Gynécologie	Item 038 : Assistance médicale à la procréation	https://www.s-ecn.com/node/21193	https://www.s-ecn.com/sites/default/files/ITEM%2038%20-%20AMP_V3.pdf	2020-07-15
Gynécologie	Item 039 : Algies pelviennes chez la femme	https://www.s-ecn.com/node/21195	https://www.s-ecn.com/sites/default/files/ITEM%2039%20-%20ALGIE%20PELVIENNE_V3.pdf	2020-10-28
Gynécologie	Item 040 : Aménorrhée	https://www.s-ecn.com/node/21197	https://www.s-ecn.com/sites/default/files/ITEM%2040%C2%A0-%20AMENORRHEE_V2.pdf	2019-01-22
Gynécologie	Item 041 : Hémorragie génitale chez la femme	https://www.s-ecn.com/node/21198	https://www.s-ecn.com/sites/default/files/ITEM%2041%20-%20HEMORRAGIE%20GENITALE_V4.pdf	2020-12-14
Gynécologie	Item 042 : Tuméfaction pelvienne chez la femme	https://www.s-ecn.com/node/21199	https://www.s-ecn.com/sites/default/files/ITEM%2042%20-%20TUMEFACTION%20PELVIENNE_V3.pdf	2020-10-28
Gynécologie	Item 056 : Troubles de la sexualité de la femme	https://www.s-ecn.com/node/21200	https://www.s-ecn.com/sites/default/files/ITEM%2056%C2%A0-%20TROUBLE%20SEXUALITE_V2.pdf	2019-04-08
Gynécologie	Item 120 : Ménopause	https://www.s-ecn.com/node/21201	https://www.s-ecn.com/sites/default/files/ITEM%20120%C2%A0-%20MENOPAUSE_V2.pdf	2019-01-22
Gynécologie	Item 133 : Anesthésie obstétricale	https://www.s-ecn.com/node/21226	https://www.s-ecn.com/sites/default/files/ITEM%20133%20-%20ANALGESIE%20OBSTETRICALE_V2_0.pdf	2020-10-28
Gynécologie	Item 158 : Infection génitale de la femme	https://www.s-ecn.com/node/21202	https://www.s-ecn.com/sites/default/files/ITEM%20158%20-%20INFECTION%20GENITALE_V3_0.pdf	2020-10-19
Gynécologie	Item 252 : Diabète et grossesse	https://www.s-ecn.com/node/21227	https://www.s-ecn.com/sites/default/files/ITEM%20252%20-%20DIABETE%20ET%20GROSSESSE_V3.pdf	2020-10-19
Gynécologie	Item 252 : Nutrition et grossesse	https://www.s-ecn.com/node/21228	https://www.s-ecn.com/sites/default/files/ITEM%20252%20-%20NUTRITION%20ET%20GROSSESSE_V3_0.pdf	2020-10-20
Gynécologie	Item 297 : Tumeurs du col utérin	https://www.s-ecn.com/node/21204	https://www.s-ecn.com/sites/default/files/ITEM%20297%20-%20TUMEUR%20DU%20COL%20UTERIN_V4.pdf	2020-11-06
Gynécologie	Item 297 : Tumeurs du corps utérin	https://www.s-ecn.com/node/21205	https://www.s-ecn.com/sites/default/files/ITEM%20297%20-%20TUMEUR%20DU%20CORPS%20UTERIN_V3.pdf	2020-10-19
Gynécologie	Item 303 : Tumeurs de l'ovaire	https://www.s-ecn.com/node/21206	https://www.s-ecn.com/sites/default/files/ITEM%20303-%20TUMEUR%20DE%20L_OVAIRE_V3.pdf	2020-12-14
Gynécologie	Item 309 : Tumeurs du sein	https://www.s-ecn.com/node/25685	https://www.s-ecn.com/sites/default/files/ITEM%20309%20-%20TUMEUR%20DU%20SEIN_V3.pdf	2020-12-14
Gynécologie	Item 339 : HTA gravidique et pré-éclampsie	https://www.s-ecn.com/node/21229	https://www.s-ecn.com/sites/default/files/ITEM%20339%20-%20HTA-PREECLAMPSIE_V3.pdf	2020-10-29
Gynécologie R2C	ITEM-R2C 009 - INTRODUCTION À L’ÉTHIQUE MÉDICALE	https://www.s-ecn.com/node/26882	https://www.s-ecn.com/sites/default/files/ITEM-R2C%209%20-%20INTRODUCTION%20%C3%80%20L%E2%80%99%C3%89THIQUE%20M%C3%89DICALE.pdf	2025-06-05
Gynécologie R2C	ITEM-R2C 012 - VIOLENCES SEXUELLES	https://www.s-ecn.com/node/26238	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20012%20-%20VIOLENCES%20SEXUELLES.pdf	2025-05-27
Gynécologie R2C	ITEM-R2C 023 - GROSSESSE NORMALE	https://www.s-ecn.com/node/26220	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2023%20-%20GROSSESSE%20NORMALE.pdf	2025-04-30
Gynécologie R2C	ITEM-R2C 024 - FIÈVRE ET GROSSESSE	https://www.s-ecn.com/node/26215	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2024%20-%20FI%C3%88VRE%20ET%20GROSSESSE.pdf	2025-04-25
Gynécologie R2C	ITEM-R2C 024 - HÉMORRAGIE GÉNITALE LORS DE LA GROSSESSE	https://www.s-ecn.com/node/26216	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2024%20-%20H%C3%89MORRAGIE%20G%C3%89NITALE%20LORS%20DE%20LA%20GROSSESSE.pdf	2025-04-25
Gynécologie R2C	ITEM-R2C 024 - HTA GRAVIDIQUE / 344 - PRÉÉCLAMPSIE	https://www.s-ecn.com/node/26259	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2024%20-%20HTA%20GRAVIDIQUE%20et%20344%20-%20PRE-ECLAMPSIE.pdf	2025-04-25
Gynécologie R2C	ITEM-R2C 024 - MENACE D’ACCOUCHEMENT PRÉMATURÉ	https://www.s-ecn.com/node/26217	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2024%20-%20MENACE%20D%E2%80%99ACCOUCHEMENT%20PR%C3%89MATUR%C3%89.pdf	2025-04-25
Gynécologie R2C	ITEM-R2C 025 - GROSSESSE EXTRA-UTÉRINE	https://www.s-ecn.com/node/26218	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2025%20-%20GROSSESSE%20EXTRA-UTE%CC%81RINE-V2%20-%20ok%20_0.pdf	2025-04-08
Gynécologie R2C	ITEM-R2C 026 - DOULEUR ABDOMINALE AIGUË CHEZ LA FEMME ENCEINTE	https://www.s-ecn.com/node/26219	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2026%20-%20DOULEUR%20ABDOMINALE%20AIGUE%CC%88%20CHEZ%20LA%20FEMME%20ENCEINTE-V2%20-%20ok%20_0.pdf	2025-03-31
Gynécologie R2C	ITEM-R2C 027 - IMMUNISATION SANGUINE MATERNO-FŒTALE	https://www.s-ecn.com/node/26263	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2027%20-%20IMMUNISATION%20SANGUINE%20MATERNO-F%C5%92TALE.pdf	2025-06-05
Gynécologie R2C	ITEM-R2C 027 - RISQUE FŒTAL - INFECTION	https://www.s-ecn.com/node/26260	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2027%20-%20RISQUE%20F%C5%92TAL%20-%20INFECTION.pdf	2025-06-05
Gynécologie R2C	ITEM-R2C 027 - RISQUE FŒTAL - MÉDICAMENTS	https://www.s-ecn.com/node/26262	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2027%20-%20RISQUE%20F%C5%92TAL%20-%20M%C3%89DICAMENTS.pdf	2025-06-05
Gynécologie R2C	ITEM-R2C 027 - RISQUE FŒTAL - TOXIQUES ET IRRADIATION	https://www.s-ecn.com/node/26261	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2027%20-%20RISQUE%20F%C5%92TAL%20-%20TOXIQUES%20et%20IRRADIATION.pdf	2025-06-12
Gynécologie R2C	ITEM-R2C 028 - INFECTION URINAIRE AU COURS DE LA GROSSESSE	https://www.s-ecn.com/node/26221	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2028%20-%20INFECTION%20URINAIRE%20AU%20COURS%20DE%20LA%20GROSSESSE-V2%20(2)%20-%20ok_0.pdf	2025-03-25
Gynécologie R2C	ITEM-R2C 029 - RISQUES PROFESSIONNELS ET MATERNITÉ	https://www.s-ecn.com/node/26243	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2029%20-%20RISQUES%20PROFESSIONNELS%20ET%20MATERNITE.pdf	2025-05-27
Gynécologie R2C	ITEM-R2C 030 - PRÉMATURITÉ - RETARD DE CROISSANCE INTRA-UTÉRIN	https://www.s-ecn.com/node/26299	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2030%20-%20PRE%CC%81MATURITE%CC%81-RCIU-V3.pdf	2025-03-31
Gynécologie R2C	ITEM-R2C 031 - ACCOUCHEMENT - DÉLIVRANCE ET SUITES DE COUCHES	https://www.s-ecn.com/node/26258	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2031%20-%20ACCOUCHEMENT%20-%20D%C3%89LIVRANCE%20ET%20SUITES%20DE%20COUCHE.pdf	2025-05-27
Gynécologie R2C	ITEM-R2C 033 - ALLAITEMENT	https://www.s-ecn.com/node/26893	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2033%20-%20ALLAITEMENT-V3_0.pdf	2025-03-31
Gynécologie R2C	ITEM-R2C 034 - SUITES DE COUCHES PATHOLOGIQUES	https://www.s-ecn.com/node/26303	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2034%20-%20SUITES%20DE%20COUCHES%20PATHOLOGIQUES.pdf	2025-05-27
Gynécologie R2C	ITEM-R2C 035 - ANOMALIE CYCLE MENSTRUEL - MÉTRORRAGIES / 043 - HÉMORRAGIE GÉNITALE CHEZ LA FEMME	https://www.s-ecn.com/node/26246	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2035-43%20-%20ANOMALIE%20CYCLE%20MENSTRUEL%20ET%20H%C3%89MORRAGIE%20G%C3%89NITALE.pdf	2025-05-27
Gynécologie R2C	ITEM-R2C 036 - CONTRACEPTION FÉMININE	https://www.s-ecn.com/node/26249	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2036%20-%20CONTRACEPTION%20FE%E2%95%A0%C3%BCMININE-V2_0.pdf	2025-03-14
Gynécologie R2C	ITEM-R2C 037 - INTERRUPTION VOLONTAIRE DE GROSSESSE	https://www.s-ecn.com/node/26257	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2037%20-%20INTERRUPTION%20VOLONTAIRE%20DE%20GROSSESSE_0.pdf	2025-05-20
Gynécologie R2C	ITEM-R2C 038 - INFERTILITÉ DU COUPLE	https://www.s-ecn.com/node/26256	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2038%20-%20INFERTILIT%C3%89%20DU%20COUPLE.pdf	2025-06-05
Gynécologie R2C	ITEM-R2C 039 - ASSISTANCE MÉDICALE À LA PROCRÉATION	https://www.s-ecn.com/node/26251	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2039%20-%20ASSISTANCE%20M%C3%89DICALE%20%C3%80%20LA%20PROCR%C3%89ATION.pdf	2025-06-05
Gynécologie R2C	ITEM-R2C 040 - ALGIE PELVIENNE DE LA FEMME	https://www.s-ecn.com/node/26241	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2040%20-%20ALGIE%20PELVIENNE%20DE%20LA%20FEMME.pdf	2025-05-20
Gynécologie R2C	ITEM-R2C 041 - ENDOMÉTRIOSE	https://www.s-ecn.com/node/26247	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2041%20-%20ENDOME%CC%81TRIOSE.pdf	2025-05-20
Gynécologie R2C	ITEM-R2C 042 - AMÉNORRHÉE	https://www.s-ecn.com/node/26252	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2042%20-%20AME%C4%97NORRHE%C4%97E-V2%20_0.pdf	2025-03-14
Gynécologie R2C	ITEM-R2C 044 - TUMÉFACTION PELVIENNE CHEZ LA FEMME	https://www.s-ecn.com/node/26245	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2044%20-%20TUME%CC%81FACTION%20PELVIENNE%20CHEZ%20LA%20FEMME.pdf	2025-05-27
Gynécologie R2C	ITEM-R2C 049 - PUBERTÉ NORMALE ET PATHOLOGIQUE	https://www.s-ecn.com/node/26894	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2049%20(ex-47)%20-%20PUBERTE%CC%81%20NORMALE%20ET%20PATHOLOGIQUE%20-%20ANCIENNE.pdf	2025-03-31
Gynécologie R2C	ITEM-R2C 058 - TROUBLE DE LA SEXUALITÉ CHEZ LA FEMME	https://www.s-ecn.com/node/26242	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2058%20-%20TROUBLE%20DE%20LA%20SEXUALIT%C3%89%20CHEZ%20LA%20FEMME.pdf	2025-05-27
Gynécologie R2C	ITEM-R2C 069 - TROUBLES PSYCHIQUES DE LA GROSSESSE ET DU POST-PARTUM	https://www.s-ecn.com/node/25986	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2069%20-%20TROUBLES%20PSYCHIQUES%20DE%20LA%20GROSSESSE%20ET%20DU%20POST-PARTUM_0.pdf	2025-04-30
Gynécologie R2C	ITEM-R2C 124 - MÉNOPAUSE	https://www.s-ecn.com/node/26255	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20124%20-%20Menopause.pdf	2025-06-05
Gynécologie R2C	ITEM-R2C 136 - ANALGÉSIE OBSTÉTRICALE	https://www.s-ecn.com/node/26497	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20136%20-%20ANALG%C3%89SIE%20OBST%C3%89TRICALE.pdf	2023-09-22
Gynécologie R2C	ITEM-R2C 162 - INFECTION SEXUELLEMENT TRANSMISSIBLE	https://www.s-ecn.com/node/26993	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20162%20-%20INFECTION%20SEXUELLEMENT%20TRANSMISSIBLE.pdf	2025-06-10
Gynécologie R2C	ITEM-R2C 162 - INFECTIONS GÉNITALES DE LA FEMME	https://www.s-ecn.com/node/26300	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20162%20-%20INFECTION%20SEXUELLEMENT%20TRANSMISSIBLE%20(partie%20gyne%CC%81co).pdf	2025-02-27
Gynécologie R2C	ITEM-R2C 254 - BESOINS NUTRITIONNELS ET GROSSESSE	https://www.s-ecn.com/node/26244	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20254%20-%20BESOINS%20NUTRITIONNELS%20ET%20GROSSESSE.pdf	2025-04-30
Gynécologie R2C	ITEM-R2C 255 - DIABÈTE GESTATIONNEL	https://www.s-ecn.com/node/26254	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20255%20-%20DIABE%CC%80TE%20GESTATIONNEL.pdf	2025-04-30
Gynécologie R2C	ITEM-R2C 290 - ÉPIDÉMIOLOGIE - FDR - PRÉVENTION ET DÉPISTAGE DES CANCERS	https://www.s-ecn.com/node/26883	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20290%20-%20EPIDEMIOLOGIE%20-%20FDR%20-%20PREVENTION%20ET%20DEPISTAGE%20DES%20CANCERS.pdf	2025-06-10
Gynécologie R2C	ITEM-R2C 300 - TUMEUR DU COL UTÉRIN	https://www.s-ecn.com/node/26193	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20300%20-%20TUMEUR%20DU%20COL%20UT%C3%89RIN-V2.pdf	2024-01-05
Gynécologie R2C	ITEM-R2C 300 - TUMEUR DU CORPS UTÉRIN	https://www.s-ecn.com/node/26302	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20300%20-%20TUMEUR%20DU%20CORPS%20UTERIN.pdf	2025-06-10
Gynécologie R2C	ITEM-R2C 306 - TUMEUR DE L’OVAIRE	https://www.s-ecn.com/node/26227	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20306%20-%20TUMEUR%20DE%20L%20OVAIRE.pdf	2025-06-12
Gynécologie R2C	ITEM-R2C 312 - TUMEUR DU SEIN	https://www.s-ecn.com/node/26884	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20312%20-%20TUMEUR%20DU%20SEIN.pdf	2025-06-10
Hématologie	Item 198 : Greffe de cellules souches hématopoïétiques	https://www.s-ecn.com/node/21570	https://www.s-ecn.com/sites/default/files/ITEM%20198%20-%20GREFFE%20CELLULES%20SOUCHES_V3.pdf	2020-06-16
Hématologie	Item 208 : Hémogramme	https://www.s-ecn.com/node/21569	https://www.s-ecn.com/sites/default/files/ITEM%20208-%20HEMOGRAMME_V3_0.pdf	2020-07-06
Hématologie	Item 209 : Anémie	https://www.s-ecn.com/node/21571	https://www.s-ecn.com/sites/default/files/ITEM%20209%20-%20ANEMIE_V2.pdf	2021-03-23
Hématologie	Item 210 : Thrombopénie	https://www.s-ecn.com/node/21572	https://www.s-ecn.com/sites/default/files/ITEM%20210-%20THROMBOPENIE_V2.pdf	2018-12-10
Hématologie	Item 212 : Syndrome hémorragique d’origine hématologique	https://www.s-ecn.com/node/21573	https://www.s-ecn.com/sites/default/files/ITEM%20212%20-%20SYNDROME%20HEMORRAGIQUE_V3.pdf	2020-06-23
Hématologie	Item 213 : Syndrome mononucléosique	https://www.s-ecn.com/node/21574	https://www.s-ecn.com/sites/default/files/ITEM%20213%20-%20SYNDROME%20MONONUCLEOSIQUE_V3.pdf	2020-03-31
Hématologie	Item 272 : Splénomégalie	https://www.s-ecn.com/node/21575	https://www.s-ecn.com/sites/default/files/ITEM%20272-%20SPLENOMEGALIE_V3.pdf	2020-03-27
Hématologie	Item 291 : Traitement des hémopathies malignes	https://www.s-ecn.com/node/21576	https://www.s-ecn.com/sites/default/files/ITEM%20291%20-%20TTT%20HEMOPATHIE%20MALIGNE_V3_0.pdf	2020-06-23
Hématologie	Item 293 : Agranulocytose médicamenteuse	https://www.s-ecn.com/node/21577	https://www.s-ecn.com/sites/default/files/ITEM%20293%20-%20AGRANULOCYTOSE_V3.pdf	2020-06-23
Hématologie	Item 312 : Leucémie aiguë	https://www.s-ecn.com/node/21578	https://www.s-ecn.com/sites/default/files/Item%20312%20-%20LEUCEMIE%20AIGUE%20_V3.pdf	2020-06-22
Hématologie	Item 313 : Syndrome myélodysplasique	https://www.s-ecn.com/node/21579	https://www.s-ecn.com/sites/default/files/ITEM%20313%20-%20SYNDROME%20MYELODYSPLASIQUE_V3.pdf	2020-07-06
Hématologie	Item 314 : Syndromes myéloprolifératifs	https://www.s-ecn.com/node/25104	https://www.s-ecn.com/sites/default/files/ITEM%20314%20-%20SYNDROME%20MYELOPROLIFERATIF_V3.pdf	2020-07-06
Hématologie	Item 315 : Leucémie lymphoïde chronique	https://www.s-ecn.com/node/21581	https://www.s-ecn.com/sites/default/files/ITEM%20315%20-%20LEUCEMIE%20LYMPHOIDE%20CHRONIQUE_V3.pdf	2020-07-15
